,Movie Title,Year,Content Rating,Budget,Gross_Income,Director,IMDB Score
2029,Return to Me ,2000,PG,"$24,000,000.00","$32,662,299.00",Bonnie Hunt,6.9
2030,Zack and Miri Make a Porno ,2008,R,"$24,000,000.00","$31,452,765.00",Kevin Smith,6.6
2032,The Men Who Stare at Goats ,2009,R,"$25,000,000.00","$32,416,109.00",Grant Heslov,6.2
2033,Double Take ,2001,PG-13,"$24,000,000.00","$20,218.00",George Gallo,5.3
2034,"Girl, Interrupted ",1999,R,"$24,000,000.00","$28,871,190.00",James Mangold,7.3
2035,Win a Date with Tad Hamilton! ,2004,PG-13,"$24,000,000.00","$16,964,743.00",Robert Luketic,5.6
2036,Muppets from Space ,1999,G,"$24,000,000.00","$16,290,976.00",Tim Hill,6.2
2037,The Wiz ,1978,G,"$24,000,000.00","$13,000,000.00",Sidney Lumet,5.2
2038,Ready to Rumble ,2000,PG-13,"$24,000,000.00","$12,372,410.00",Brian Robbins,5.3
2039,Play It to the Bone ,1999,R,"$24,000,000.00","$8,427,204.00",Ron Shelton,5.4
2040,I Don't Know How She Does It ,2011,PG-13,"$24,000,000.00","$9,639,242.00",Douglas McGrath,4.9
2041,Piranha 3D ,2010,R,"$24,000,000.00","$25,003,072.00",Alexandre Aja,5.5
2042,Beyond the Sea ,2004,PG-13,"$23,000,000.00","$6,144,806.00",Kevin Spacey,6.7
2043,Meet the Deedles ,1998,PG,"$24,000,000.00","$4,308,981.00",Steve Boyum,3.9
2046,Faster ,2010,R,"$24,000,000.00","$23,225,911.00",George Tillman Jr.,6.5
2048,Zombieland ,2009,R,"$23,600,000.00","$75,590,286.00",Ruben Fleischer,7.7
2050,The Waterboy ,1998,PG-13,"$20,000,000.00","$161,487,252.00",Frank Coraci,6.1
2051,Star Wars: Episode V - The Empire Strikes Back ,1980,PG,"$18,000,000.00","$290,158,751.00",Irvin Kershner,8.8
2052,Bad Boys ,1995,R,"$19,000,000.00","$65,807,024.00",Michael Bay,6.8
2053,The Naked Gun 2½: The Smell of Fear ,1991,PG-13,"$23,000,000.00","$86,930,411.00",David Zucker,6.8
2054,Final Destination ,2000,R,"$23,000,000.00","$53,302,314.00",James Wong,6.7
2055,The Ides of March ,2011,R,"$12,500,000.00","$40,962,534.00",George Clooney,7.1
2056,Pitch Black ,2000,R,"$23,000,000.00","$39,235,088.00",David Twohy,7.1
2057,Someone Like You... ,2001,PG-13,"$23,000,000.00","$27,338,033.00",Tony Goldwyn,6.1
2058,Her ,2013,R,"$23,000,000.00","$25,556,065.00",Spike Jonze,8.0
2060,Joy Ride ,2001,R,"$23,000,000.00","$21,973,182.00",John Dahl,6.6
2062,Anywhere But Here ,1999,PG-13,"$23,000,000.00","$18,653,615.00",Wayne Wang,6.1
2063,Chasing Liberty ,2004,PG-13,"$23,000,000.00","$12,189,514.00",Andy Cadiff,6.1
2064,The Crew ,2000,PG-13,"$23,000,000.00","$13,019,253.00",Michael Dinner,5.6
2066,Jaws: The Revenge ,1987,PG-13,"$23,000,000.00","$20,763,013.00",Joseph Sargent,2.8
2067,Marvin's Room ,1996,PG-13,"$23,000,000.00","$12,782,508.00",Jerry Zaks,6.7
2068,The Longshots ,2008,PG,"$23,000,000.00","$11,508,423.00",Fred Durst,5.1
2070,Harley Davidson and the Marlboro Man ,1991,R,"$23,000,000.00","$7,434,726.00",Simon Wincer,6.0
2076,Vanity Fair ,2004,PG-13,"$23,000,000.00","$16,123,851.00",Mira Nair,6.2
2078,1408 ,2007,PG-13,"$25,000,000.00","$71,975,611.00",Mikael Håfström,6.8
2079,Spaceballs ,1987,PG,"$22,700,000.00","$38,119,483.00",Mel Brooks,7.1
2081,Ghost ,1990,PG-13,"$22,000,000.00","$217,631,306.00",Jerry Zucker,7.0
2082,There's Something About Mary ,1998,R,"$23,000,000.00","$176,483,808.00",Bobby Farrelly,7.1
2083,The Santa Clause ,1994,PG,"$22,000,000.00","$144,833,357.00",John Pasquin,6.4
2084,The Rookie ,2002,G,"$20,000,000.00","$75,597,042.00",John Lee Hancock,7.0
2085,The Game Plan ,2007,PG,"$22,000,000.00","$90,636,983.00",Andy Fickman,6.2
2086,The Bridges of Madison County ,1995,PG-13,"$35,000,000.00","$70,960,517.00",Clint Eastwood,7.5
2087,The Animal ,2001,PG-13,"$22,000,000.00","$55,762,229.00",Luke Greenfield,4.8
2089,The Hundred-Foot Journey ,2014,PG,"$22,000,000.00","$54,235,441.00",Lasse Hallström,7.3
2090,The Net ,1995,PG-13,"$22,000,000.00","$50,728,000.00",Irwin Winkler,5.8
2091,I Am Sam ,2001,PG-13,"$22,000,000.00","$40,270,895.00",Jessie Nelson,7.6
2092,Son of God ,2014,PG-13,"$22,000,000.00","$59,696,176.00",Christopher Spencer,5.6
2094,Derailed ,2005,R,"$22,000,000.00","$36,020,063.00",Mikael Håfström,6.6
2095,The Informant! ,2009,R,"$21,000,000.00","$33,313,582.00",Steven Soderbergh,6.5
2097,Deuce Bigalow: European Gigolo ,2005,R,"$22,000,000.00","$22,264,487.00",Mike Bigelow,4.6
2098,Delivery Man ,2013,PG-13,"$26,000,000.00","$30,659,817.00",Ken Scott,6.4
2099,Victor Frankenstein ,2015,PG-13,"$40,000,000.00","$5,773,519.00",Paul McGuigan,6.0
2101,Saving Silverman ,2001,PG-13,"$22,000,000.00","$19,351,569.00",Dennis Dugan,5.9
2102,Diary of a Wimpy Kid: Dog Days ,2012,PG,"$22,000,000.00","$49,002,815.00",David Bowers,6.4
2103,Summer of Sam ,1999,R,"$22,000,000.00","$19,283,782.00",Spike Lee,6.6
2104,Jay and Silent Bob Strike Back ,2001,R,"$22,000,000.00","$30,059,386.00",Kevin Smith,6.9
2105,The Island ,2005,PG-13,"$126,000,000.00","$35,799,026.00",Michael Bay,6.9
2106,The Glass House ,2001,PG-13,"$30,000,000.00","$17,951,431.00",Daniel Sackheim,5.8
2109,Homefront ,2013,R,"$22,000,000.00","$19,783,777.00",Gary Fleder,6.5
2111,I Heart Huckabees ,2004,R,"$22,000,000.00","$12,784,713.00",David O. Russell,6.7
2112,RoboCop 3 ,1993,PG-13,"$23,500,000.00","$10,696,210.00",Fred Dekker,3.9
2113,Megiddo: The Omega Code 2 ,2001,PG-13,"$22,000,000.00","$5,974,653.00",Brian Trenchard-Smith,4.1
2114,Darling Lili ,1970,G,"$25,000,000.00","$5,000,000.00",Blake Edwards,6.2
2115,Dudley Do-Right ,1999,PG,"$22,000,000.00","$9,694,105.00",Hugh Wilson,3.8
2120,Hit and Run ,2012,R,"$2,000,000.00","$13,746,550.00",David Palmer,6.1
2121,Mad Money ,2008,PG-13,"$22,000,000.00","$20,668,843.00",Callie Khouri,5.8
2124,Stone ,2010,R,"$22,000,000.00","$1,796,024.00",John Curran,5.4
2126,Out of the Furnace ,2013,R,"$22,000,000.00","$11,326,836.00",Scott Cooper,6.8
2127,Michael Clayton ,2007,R,"$25,000,000.00","$49,024,969.00",Tony Gilroy,7.3
2128,My Fellow Americans ,1996,PG-13,"$21,500,000.00","$22,294,341.00",Peter Segal,6.5
2129,Arlington Road ,1999,R,"$21,500,000.00","$24,362,501.00",Mark Pellington,7.2
2131,To Rome with Love ,2012,R,"$17,000,000.00","$16,684,352.00",Woody Allen,6.3
2132,Firefox ,1982,PG,"$21,000,000.00","$46,700,000.00",Clint Eastwood,5.9
2133,South Park: Bigger Longer & Uncut ,1999,R,"$21,000,000.00","$52,008,288.00",Trey Parker,7.8
2134,Death at a Funeral ,2007,R,"$9,000,000.00","$8,579,684.00",Frank Oz,7.4
2135,Teenage Mutant Ninja Turtles III ,1993,PG,"$17,000,000.00","$42,660,000.00",Stuart Gillard,4.8
2136,Hardball ,2001,PG-13,"$21,000,000.00","$40,219,708.00",Brian Robbins,6.3
2137,Silver Linings Playbook ,2012,R,"$21,000,000.00","$132,088,910.00",David O. Russell,7.8
2141,Never Back Down ,2008,PG-13,"$20,000,000.00","$24,848,292.00",Jeff Wadlow,6.6
2142,The Rage: Carrie 2 ,1999,R,"$21,000,000.00","$17,757,087.00",Katt Shea,4.6
2144,Away We Go ,2009,R,"$17,000,000.00","$9,430,988.00",Sam Mendes,7.1
2145,Swing Vote ,2008,PG-13,"$21,000,000.00","$16,284,360.00",Joshua Michael Stern,6.1
2146,Moonlight Mile ,2002,PG-13,"$21,000,000.00","$6,830,957.00",Brad Silberling,6.7
2148,Molly ,1999,PG-13,"$21,000,000.00","$15,593.00",John Duigan,5.8
2149,The Beaver ,2011,PG-13,"$21,000,000.00","$958,319.00",Jodie Foster,6.7
2150,The Best Little Whorehouse in Texas ,1982,R,"$35,000,000.00","$69,700,000.00",Colin Higgins,5.8
2152,Raiders of the Lost Ark ,1981,PG,"$18,000,000.00","$242,374,454.00",Steven Spielberg,8.5
2153,Home Alone 2: Lost in New York ,1992,PG,"$18,000,000.00","$173,585,516.00",Chris Columbus,6.6
2154,Close Encounters of the Third Kind ,1977,PG,"$19,400,870.00","$128,300,000.00",Steven Spielberg,7.7
2155,Pulse ,2006,PG-13,"$20,000,000.00","$20,259,297.00",Jim Sonzero,4.7
2156,Beverly Hills Cop II ,1987,R,"$28,000,000.00","$153,665,036.00",Tony Scott,6.4
2157,Bringing Down the House ,2003,PG-13,"$33,000,000.00","$132,541,238.00",Adam Shankman,5.5
2158,The Silence of the Lambs ,1991,R,"$19,000,000.00","$130,727,000.00",Jonathan Demme,8.6
2159,Wayne's World ,1992,PG-13,"$20,000,000.00","$121,697,350.00",Penelope Spheeris,7.0
2160,Jackass 3D ,2010,R,"$20,000,000.00","$117,224,271.00",Jeff Tremaine,7.1
2161,Jaws 2 ,1978,PG,"$20,000,000.00","$102,922,376.00",Jeannot Szwarc,5.7
2162,Beverly Hills Chihuahua ,2008,PG,"$20,000,000.00","$94,497,271.00",Raja Gosnell,3.7
2163,The Conjuring ,2013,R,"$20,000,000.00","$137,387,272.00",James Wan,7.5
2164,Are We There Yet? ,2005,PG,"$32,000,000.00","$82,301,521.00",Brian Levant,4.6
2165,Tammy ,2014,R,"$20,000,000.00","$84,518,155.00",Ben Falcone,4.9
2166,Disturbia ,2007,PG-13,"$20,000,000.00","$80,050,171.00",D.J. Caruso,6.9
2167,School of Rock ,2003,PG-13,"$35,000,000.00","$81,257,845.00",Richard Linklater,7.1
2168,Mortal Kombat ,1995,PG-13,"$18,000,000.00","$70,360,285.00",Paul W.S. Anderson,5.8
2169,Wicker Park ,2004,PG-13,"$30,000,000.00","$12,831,121.00",Paul McGuigan,7.0
2170,White Chicks ,2004,PG-13,"$37,000,000.00","$69,148,997.00",Keenen Ivory Wayans,5.4
2171,The Descendants ,2011,R,"$20,000,000.00","$82,624,961.00",Alexander Payne,7.3
2172,Holes ,2003,PG,"$20,000,000.00","$67,325,559.00",Andrew Davis,7.1
2173,The Last Song ,2010,PG,"$20,000,000.00","$62,933,793.00",Julie Anne Robinson,5.8
2174,12 Years a Slave ,2013,R,"$20,000,000.00","$56,667,870.00",Steve McQueen,8.1
2175,Drumline ,2002,PG-13,"$20,000,000.00","$56,398,162.00",Charles Stone III,5.7
2176,Why Did I Get Married Too? ,2010,PG-13,"$20,000,000.00","$60,072,596.00",Tyler Perry,4.4
2177,Edward Scissorhands ,1990,PG-13,"$20,000,000.00","$56,362,352.00",Tim Burton,7.9
2179,Madea's Witness Protection ,2012,PG-13,"$20,000,000.00","$65,623,128.00",Tyler Perry,4.8
2181,Bad Moms ,2016,R,"$20,000,000.00","$55,461,307.00",Jon Lucas,6.7
2182,Date Movie ,2006,PG-13,"$20,000,000.00","$48,546,578.00",Aaron Seltzer,2.7
2183,Return to Never Land ,2002,G,"$20,000,000.00","$48,423,368.00",Robin Budd,5.8
2185,The Jungle Book 2 ,2003,G,"$20,000,000.00","$47,887,943.00",Steve Trenbirth,5.4
2186,Boogeyman ,2005,PG-13,"$20,000,000.00","$46,363,118.00",Stephen Kay,4.1
2187,Premonition ,2007,PG-13,"$20,000,000.00","$47,852,604.00",Mennan Yapo,5.9
2188,The Tigger Movie ,2000,G,"$30,000,000.00","$45,542,421.00",Jun Falkenstein,6.3
2190,Max ,2015,PG,"$20,000,000.00","$42,652,003.00",Boaz Yakin,6.8
2192,Epic Movie ,2007,PG-13,"$20,000,000.00","$39,737,645.00",Jason Friedberg,2.3
2193,Conan the Barbarian ,1982,R,"$20,000,000.00","$37,567,440.00",John Milius,6.9
2194,Spotlight ,2015,R,"$20,000,000.00","$44,988,180.00",Tom McCarthy,8.1
2195,Lakeview Terrace ,2008,PG-13,"$22,000,000.00","$39,263,506.00",Neil LaBute,6.1
2196,The Grudge 2 ,2006,PG-13,"$20,000,000.00","$39,143,839.00",Takashi Shimizu,5.0
2197,How Stella Got Her Groove Back ,1998,R,"$20,000,000.00","$37,672,350.00",Kevin Rodney Sullivan,5.5
2198,Bill & Ted's Bogus Journey ,1991,PG,"$20,000,000.00","$38,037,513.00",Peter Hewitt,6.2
2199,Man of the Year ,2006,PG-13,"$20,000,000.00","$37,442,180.00",Barry Levinson,6.2
2201,The American ,2010,R,"$20,000,000.00","$35,596,227.00",Anton Corbijn,6.3
2202,Selena ,1997,PG,"$20,000,000.00","$35,422,828.00",Gregory Nava,6.7
2203,Vampires Suck ,2010,PG-13,"$20,000,000.00","$36,658,108.00",Jason Friedberg,3.5
2205,This Is Where I Leave You ,2014,R,"$19,800,000.00","$34,290,142.00",Shawn Levy,6.6
2206,Doubt ,2008,PG-13,"$20,000,000.00","$33,422,556.00",John Patrick Shanley,7.5
2207,Team America: World Police ,2004,R,"$30,000,000.00","$32,774,834.00",Trey Parker,7.2
2208,Texas Chainsaw 3D ,2013,R,"$11,000,000.00","$34,334,256.00",John Luessenhop,4.8
2209,Copycat ,1995,R,"$20,000,000.00","$32,051,917.00",Jon Amiel,6.6
2210,Scary Movie 5 ,2013,PG-13,"$20,000,000.00","$32,014,289.00",Malcolm D. Lee,3.5
2212,Milk ,2008,R,"$20,000,000.00","$31,838,002.00",Gus Van Sant,7.6
2213,Risen ,2016,PG-13,"$20,000,000.00","$36,874,745.00",Kevin Reynolds,6.3
2214,Ghost Ship ,2002,R,"$35,000,000.00","$30,079,316.00",Steve Beck,5.5
2215,A Very Harold & Kumar 3D Christmas ,2011,R,"$19,000,000.00","$35,033,759.00",Todd Strauss-Schulson,6.3
2216,Wild Things ,1998,R,"$20,000,000.00","$29,753,944.00",John McNaughton,6.5
2218,The Debt ,2010,R,"$20,000,000.00","$31,146,570.00",John Madden,6.9
2221,Eye for an Eye ,1996,R,"$20,000,000.00","$53,146,000.00",John Schlesinger,6.1
2223,Eternal Sunshine of the Spotless Mind ,2004,R,"$20,000,000.00","$34,126,138.00",Michel Gondry,8.3
2224,You Again ,2010,PG,"$20,000,000.00","$25,677,801.00",Andy Fickman,5.8
2225,Street Kings ,2008,R,"$20,000,000.00","$26,415,649.00",David Ayer,6.8
2227,Nancy Drew ,2007,PG,"$20,000,000.00","$25,584,685.00",Andrew Fleming,5.9
2229,She's Out of My League ,2010,R,"$20,000,000.00","$31,584,722.00",Jim Field Smith,6.4
2231,Stay Alive ,2006,PG-13,"$9,000,000.00","$23,078,294.00",William Brent Bell,5.1
2233,Alpha and Omega ,2010,PG,"$20,000,000.00","$25,077,977.00",Anthony Bell,5.3
2234,The Covenant ,2006,PG-13,"$20,000,000.00","$23,292,105.00",Renny Harlin,5.3
2236,Shorts ,2009,PG,"$40,000,000.00","$20,916,309.00",Robert Rodriguez,4.9
2237,To Die For ,1995,R,"$20,000,000.00","$21,200,000.00",Gus Van Sant,6.8
2238,Nerve ,2016,PG-13,"$20,000,000.00","$28,876,924.00",Henry Joost,7.1
2240,Vampires ,1998,R,"$20,000,000.00","$20,241,395.00",John Carpenter,6.1
2242,Psycho ,1960,R,"$806,947.00","$32,000,000.00",Alfred Hitchcock,8.5
2243,My Best Friend's Girl ,2008,R,"$40,000,000.00","$19,151,864.00",Howard Deutch,5.9
2244,Endless Love ,2014,PG-13,"$20,000,000.00","$23,393,765.00",Shana Feste,6.3
2245,Georgia Rule ,2007,R,"$20,000,000.00","$18,882,880.00",Garry Marshall,5.9
2246,Under the Rainbow ,1981,PG,"$20,000,000.00","$8,500,000.00",Steve Rash,5.4
2248,Simon Birch ,1998,PG,"$30,000,000.00","$18,252,684.00",Mark Steven Johnson,6.9
2249,Reign Over Me ,2007,R,"$20,000,000.00","$19,661,987.00",Mike Binder,7.5
2250,Into the Wild ,2007,R,"$15,000,000.00","$18,352,454.00",Sean Penn,8.2
2251,School for Scoundrels ,2006,PG-13,"$20,000,000.00","$17,803,796.00",Todd Phillips,5.9
2253,From Dusk Till Dawn ,1996,R,"$19,000,000.00","$25,753,840.00",Robert Rodriguez,7.3
2254,Pooh's Heffalump Movie ,2005,G,"$20,000,000.00","$18,081,626.00",Frank Nissen,6.4
2255,Home for the Holidays ,1995,PG-13,"$20,000,000.00","$17,518,220.00",Jodie Foster,6.6
2258,The Country Bears ,2002,G,"$35,000,000.00","$16,988,996.00",Peter Hastings,4.0
2260,21 Grams ,2003,R,"$20,000,000.00","$16,248,701.00",Alejandro G. Iñárritu,7.7
2261,Paparazzi ,2004,PG-13,"$20,000,000.00","$15,712,072.00",Paul Abascal,5.8
2262,Twilight ,2008,PG-13,"$37,000,000.00","$191,449,475.00",Catherine Hardwicke,5.2
2263,A Guy Thing ,2003,PG-13,"$20,000,000.00","$15,408,822.00",Chris Koch,5.6
2264,Loser ,2000,PG-13,"$20,000,000.00","$15,464,026.00",Amy Heckerling,5.3
2266,The Greatest Story Ever Told ,1965,G,"$20,000,000.00","$8,000,000.00",George Stevens,6.6
2268,Disaster Movie ,2008,PG-13,"$25,000,000.00","$14,174,654.00",Jason Friedberg,1.9
2269,Armored ,2009,PG-13,"$27,000,000.00","$15,988,876.00",Nimród Antal,5.7
2270,The Man Who Knew Too Little ,1997,PG,"$20,000,000.00","$13,801,755.00",Jon Amiel,6.6
2271,What's Your Number? ,2011,R,"$20,000,000.00","$13,987,482.00",Mark Mylod,6.0
2273,Envy ,2004,PG-13,"$40,000,000.00","$12,181,484.00",Barry Levinson,4.8
2274,Crank: High Voltage ,2009,R,"$20,000,000.00","$13,630,226.00",Mark Neveldine,6.2
2275,Bullets Over Broadway ,1994,R,"$20,000,000.00","$13,383,737.00",Woody Allen,7.5
2276,One Night with the King ,2006,PG,"$20,000,000.00","$13,391,174.00",Michael O. Sajbel,6.3
2278,The Weather Man ,2005,R,"$22,000,000.00","$12,469,811.00",Gore Verbinski,6.6
2279,Undisputed ,2002,R,"$20,000,000.00","$12,398,628.00",Walter Hill,6.1
2280,Ghost Town ,2008,PG-13,"$20,000,000.00","$13,214,030.00",David Koepp,6.7
2281,12 Rounds ,2009,PG-13,"$22,000,000.00","$12,232,937.00",Renny Harlin,5.6
2283,3 Ninjas Kick Back ,1994,PG,"$20,000,000.00","$11,784,000.00",Charles T. Kanganis,4.3
2286,Triple 9 ,2016,R,"$20,000,000.00","$12,626,905.00",John Hillcoat,6.3
2287,Deconstructing Harry ,1997,R,"$20,000,000.00","$10,569,071.00",Woody Allen,7.4
2289,Burnt ,2015,R,"$20,000,000.00","$13,650,738.00",John Wells,6.6
2290,We're No Angels ,1989,PG-13,"$20,000,000.00","$10,555,348.00",Neil Jordan,6.0
2291,Everyone Says I Love You ,1996,R,"$20,000,000.00","$9,714,482.00",Woody Allen,6.8
2292,Death at a Funeral ,2007,R,"$9,000,000.00","$8,579,684.00",Frank Oz,7.4
2293,Death Sentence ,2007,R,"$20,000,000.00","$9,525,276.00",James Wan,6.8
2294,Everybody's Fine ,2009,PG-13,"$21,000,000.00","$8,855,646.00",Kirk Jones,7.2
2297,Code Name: The Cleaner ,2007,PG-13,"$20,000,000.00","$8,104,069.00",Les Mayfield,4.5
2298,Connie and Carla ,2004,PG-13,"$20,000,000.00","$8,054,280.00",Michael Lembeck,6.3
2300,Inherent Vice ,2014,R,"$20,000,000.00","$8,093,318.00",Paul Thomas Anderson,6.7
2301,Doogal ,2006,G,"$20,000,000.00","$7,382,993.00",Dave Borthwick,2.8
2302,Battle of the Year ,2013,PG-13,"$20,000,000.00","$8,888,355.00",Benson Lee,5.0
2304,An American Carol ,2008,PG-13,"$12,000,000.00","$7,001,720.00",David Zucker,4.3
2307,Strange Wilderness ,2008,R,"$20,000,000.00","$6,563,357.00",Fred Wolf,5.3
2311,A Scanner Darkly ,2006,R,"$8,700,000.00","$5,480,996.00",Richard Linklater,7.1
2312,Chasing Mavericks ,2012,PG,"$20,000,000.00","$6,002,756.00",Michael Apted,7.2
2314,Bandslam ,2009,PG,"$20,000,000.00","$5,205,343.00",Todd Graff,6.4
2315,Birth ,2004,R,"$20,000,000.00","$5,005,883.00",Jonathan Glazer,6.1
2316,A Most Violent Year ,2014,R,"$20,000,000.00","$5,749,134.00",J.C. Chandor,7.0
2318,Flash of Genius ,2008,PG-13,"$20,000,000.00","$4,234,040.00",Marc Abraham,7.0
2319,I'm Not There. ,2007,R,"$20,000,000.00","$4,001,121.00",Todd Haynes,7.0
2320,The Cold Light of Day ,2012,PG-13,"$20,000,000.00","$3,749,061.00",Mabrouk El Mechri,4.9
2321,The Brothers Bloom ,2008,PG-13,"$20,000,000.00","$3,519,627.00",Rian Johnson,6.9
2322,"Synecdoche, New York ",2008,R,"$21,000,000.00","$3,081,925.00",Charlie Kaufman,7.5
2325,Can't Stop the Music ,1980,PG,"$20,000,000.00","$2,000,000.00",Nancy Walker,4.5
2327,Courage ,2015,PG,"$20,000,000.00","$2,246,000.00",Angelo Pizzo,7.0
2328,Marci X ,2003,R,"$20,000,000.00","$1,646,664.00",Richard Benjamin,2.8
2329,Equilibrium ,2002,R,"$20,000,000.00","$1,190,018.00",Kurt Wimmer,7.5
2331,The Yards ,2000,R,"$24,000,000.00","$882,710.00",James Gray,6.4
2332,The Oogieloves in the Big Balloon Adventure ,2012,G,"$20,000,000.00","$1,064,277.00",Matthew Diamond,6.7
2333,By the Sea ,2015,R,"$10,000,000.00","$531,009.00",Angelina Jolie Pitt,5.3
2335,The Game of Their Lives ,2005,PG,"$20,000,000.00","$375,474.00",David Anspaugh,6.2
2337,Rapa Nui ,1994,R,"$20,000,000.00","$305,070.00",Kevin Reynolds,6.4
2340,Dylan Dog: Dead of Night ,2010,PG-13,"$20,000,000.00","$1,183,354.00",Kevin Munroe,5.1
2341,People I Know ,2002,R,"$22,000,000.00","$121,972.00",Daniel Algrant,5.5
2343,The Tempest ,2010,PG-13,"$20,000,000.00","$263,365.00",Julie Taymor,5.4
2356,Dances with Wolves ,1990,PG-13,"$22,000,000.00","$184,208,848.00",Kevin Costner,8.0
2357,Bad Teacher ,2011,R,"$20,000,000.00","$100,292,856.00",Jake Kasdan,5.7
2358,Sea of Love ,1989,R,"$19,000,000.00","$58,571,513.00",Harold Becker,6.8
2359,A Cinderella Story ,2004,PG,"$20,000,000.00","$51,431,160.00",Mark Rosman,5.9
2360,Scream ,1996,R,"$15,000,000.00","$103,001,286.00",Wes Craven,7.2
2361,Thir13en Ghosts ,2001,R,"$20,000,000.00","$41,867,960.00",Steve Beck,5.5
2363,Back to the Future ,1985,PG,"$19,000,000.00","$210,609,762.00",Robert Zemeckis,8.5
2364,House on Haunted Hill ,1999,R,"$19,000,000.00","$40,846,082.00",William Malone,5.6
2365,I Can Do Bad All by Myself ,2009,PG-13,"$13,000,000.00","$51,697,449.00",Tyler Perry,4.1
2367,The Switch ,2010,PG-13,"$19,000,000.00","$27,758,465.00",Josh Gordon,6.1
2368,Just Married ,2003,PG-13,"$18,000,000.00","$56,127,162.00",Shawn Levy,5.4
2372,The Crazies ,2010,R,"$20,000,000.00","$39,103,378.00",Breck Eisner,6.5
2376,The Book Thief ,2013,PG-13,"$19,000,000.00","$21,483,154.00",Brian Percival,7.6
2377,Sex Drive ,2008,R,"$19,000,000.00","$8,396,942.00",Sean Anders,6.5
2378,Leap Year ,2010,PG,"$19,000,000.00","$12,561.00",Anand Tucker,6.4
2380,Take Me Home Tonight ,2011,R,"$23,000,000.00","$6,923,891.00",Michael Dowse,6.3
2382,The Nutcracker ,1993,G,"$19,000,000.00","$2,119,994.00",Emile Ardolino,5.7
2385,The Amityville Horror ,2005,R,"$19,000,000.00","$64,255,243.00",Andrew Douglas,6.0
2386,Adaptation. ,2002,R,"$19,000,000.00","$22,245,861.00",Spike Jonze,7.7
2389,Fear and Loathing in Las Vegas ,1998,R,"$18,500,000.00","$10,562,387.00",Terry Gilliam,7.7
2390,The Invention of Lying ,2009,PG-13,"$18,500,000.00","$18,439,082.00",Ricky Gervais,6.4
2391,Neighbors ,2014,R,"$18,000,000.00","$150,056,505.00",Nicholas Stoller,6.4
2392,The Mask ,1994,PG-13,"$18,000,000.00","$119,938,730.00",Chuck Russell,6.9
2393,Big ,1988,PG,"$18,000,000.00","$114,968,774.00",Penny Marshall,7.3
2394,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,2006,R,"$18,000,000.00","$128,505,958.00",Larry Charles,7.3
2395,Legally Blonde ,2001,PG-13,"$18,000,000.00","$95,001,351.00",Robert Luketic,6.2
2396,Star Trek III: The Search for Spock ,1984,PG,"$17,000,000.00","$76,400,000.00",Leonard Nimoy,6.6
2397,The Exorcism of Emily Rose ,2005,PG-13,"$20,000,000.00","$75,072,454.00",Scott Derrickson,6.7
2398,Deuce Bigalow: Male Gigolo ,1999,R,"$17,000,000.00","$65,535,067.00",Mike Mitchell,5.7
2399,Left Behind ,2014,PG-13,"$16,000,000.00","$13,998,282.00",Vic Armstrong,3.1
2400,The Family Stone ,2005,PG-13,"$17,000,000.00","$6,061,759.00",Thomas Bezucha,6.3
2401,Barbershop 2: Back in Business ,2004,PG-13,"$18,000,000.00","$64,955,956.00",Kevin Rodney Sullivan,5.7
2402,Bad Santa ,2003,R,"$18,000,000.00","$60,057,639.00",Terry Zwigoff,7.1
2403,Austin Powers: International Man of Mystery ,1997,PG-13,"$17,000,000.00","$53,868,030.00",Jay Roach,7.0
2404,My Big Fat Greek Wedding 2 ,2016,PG-13,"$18,000,000.00","$59,573,085.00",Kirk Jones,6.1
2405,Diary of a Wimpy Kid: Rodrick Rules ,2011,PG,"$21,000,000.00","$52,691,009.00",David Bowers,6.6
2406,Predator ,1987,R,"$15,000,000.00","$59,735,548.00",John McTiernan,7.8
2407,Amadeus ,1984,R,"$18,000,000.00","$51,600,000.00",Milos Forman,8.3
2408,Prom Night ,2008,PG-13,"$20,000,000.00","$43,818,159.00",Nelson McCormick,3.9
2409,Mean Girls ,2004,PG-13,"$17,000,000.00","$86,049,418.00",Mark Waters,7.0
2410,Under the Tuscan Sun ,2003,PG-13,"$18,000,000.00","$43,601,508.00",Audrey Wells,6.7
2413,Peggy Sue Got Married ,1986,PG-13,"$18,000,000.00","$41,382,841.00",Francis Ford Coppola,6.3
2414,Birdman or (The Unexpected Virtue of Ignorance) ,2014,R,"$18,000,000.00","$42,335,698.00",Alejandro G. Iñárritu,7.8
2415,Blue Jasmine ,2013,PG-13,"$18,000,000.00","$33,404,871.00",Woody Allen,7.3
2416,United 93 ,2006,R,"$15,000,000.00","$31,471,430.00",Paul Greengrass,7.6
2417,Honey ,2003,PG-13,"$25,000,000.00","$30,222,640.00",Bille Woodruff,5.3
2418,Glory ,1989,R,"$18,000,000.00","$26,830,000.00",Edward Zwick,7.9
2419,Spy Hard ,1996,PG-13,"$18,000,000.00","$26,906,039.00",Rick Friedberg,5.3
2420,The Fog ,1980,R,"$1,000,000.00","$21,378,000.00",John Carpenter,6.8
2421,Soul Surfer ,2011,PG,"$18,000,000.00","$43,853,424.00",Sean McNamara,7.1
2423,Observe and Report ,2009,R,"$18,000,000.00","$23,993,605.00",Jody Hill,5.8
